hotel_code,hotel_name,address,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
HILTON-20-11,Home2 Suites by Hilton Portland Airport OR,,+1 503-252-7001,Rating: 3.7 out of 5.0,"Located off I-205, we're five minutes from Portland International Airport and Cascade Station. Rocky Butte and Mt Tabor Park are within seven miles, and downtown Portland can be reached in 20 minutes. Enjoy our indoor pool, in-suite...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - $10.00 / night"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, 75 lbs maximum""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, 75 lbs maximum""}","{""Parking"": ""Self parking - $10.00 / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Extended Stay"", ""Airport shuttle"", ""In-Room Kitchen"", ""EV charging"", ""Streaming entertainment"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center""]","[{""place"": ""Cascade Station Retail/Business"", ""distance"": ""1 mile""}, {""place"": ""City Center"", ""distance"": ""6.50 miles""}]","[{""airport"": ""Portland International Airport"", ""distance"": ""1 mile"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:56:04.607652
HILTON-20-12,Hilton Whistler Resort & Spa,,+1 604-932-1982,Rating: 4.1 out of 5.0,"Located in the heart of Whistler Village, steps from the Whistler Blackcomb gondolas. Enjoy easy access to shops, dining, the Whistler Golf Club and the Whistler Conference Centre. After a day of exploring, take advantage of our ski, golf...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Canadian Dollar"", ""Parking"": ""Valet parking - C$41.00 / night"", ""Pets"": ""Pets allowed, C$40.00 non-refundable fee, 75 lbs maximum""}","{""Pets"": ""Pets allowed, C$40.00 non-refundable fee, 75 lbs maximum""}","{""Parking"": ""Valet parking - C$41.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""Hotel Residences"", ""Spa"", ""Tennis"", ""Ski"", ""Resort"", ""EV charging"", ""Streaming entertainment"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Childcare"", ""Room service"", ""Meeting rooms""]","[{""place"": ""Whistler Conference Centre"", ""distance"": ""0.03 kilometers""}, {""place"": ""City Center"", ""distance"": ""0.30 kilometers""}, {""place"": ""Lost Lake"", ""distance"": ""3 kilometers""}, {""place"": ""Rainbow Park"", ""distance"": ""3 kilometers""}, {""place"": ""Cheakamus Lake Hike"", ""distance"": ""16 kilometers""}, {""place"": ""Ancient Cedars Hike"", ""distance"": ""18 kilometers""}]","[{""airport"": ""Vancouver International Airport"", ""distance"": ""120 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Seattle-Tacoma International Airport"", ""distance"": ""175 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:56:21.575633
HILTON-20-13,Hampton Inn & Suites Red Bluff,,+1 530-529-4178,Rating: 4.5 out of 5.0,"Find us off I-5, just two minutes from downtown Red Bluff. The Kelly-Griggs Museum and State Theatre are five minutes away. Try your hand at a game of disc golf at Samuel Ayer/Dog Island Park - within walking distance. A six-minute drive...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, 75 lbs maximum, $50(1-4 nights),$75(5+n) 2 pets Max,dog""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, 75 lbs maximum, $50(1-4 nights),$75(5+n) 2 pets Max,dog""}",{},"[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""1 mile""}, {""place"": ""Sacramento River"", ""distance"": ""1 mile""}, {""place"": ""State Historical Theater"", ""distance"": ""2 miles""}, {""place"": ""Tehama District Fairgrounds"", ""distance"": ""2 miles""}, {""place"": ""Bull & Gelding Sale"", ""distance"": ""3 miles""}, {""place"": ""Kelly-Griggs Museum"", ""distance"": ""3 miles""}]","[{""airport"": ""Red Bluff Municipal Airport"", ""distance"": ""6 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Redding Municipal Airport"", ""distance"": ""25 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Sacramento International Airport"", ""distance"": ""130 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:56:39.429802
HILTON-20-14,Homewood Suites by Hilton Fairfield-Napa Valley Area,,+1 707-863-0300,Rating: 3.9 out of 5.0,"Raise your glass at Ledgewood Creek and Wooden Valley Wineries, and Vezer’s Family Vineyard, all within 10 minutes. Rockville Hills Regional Park and Sandia Family Center are within two miles. Six Flags Discovery Kingdom is 10 minutes away....",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $125.00 non-refundable fee, $75(1-4nights),$125(5+nights)2 per room""}","{""Pets"": ""Pets allowed, $125.00 non-refundable fee, $75(1-4nights),$125(5+nights)2 per room""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Extended Stay"", ""In-Room Kitchen"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""Jelly Belly Candy Company"", ""distance"": ""4.70 miles""}, {""place"": ""Travis Air Force Base"", ""distance"": ""5 miles""}, {""place"": ""Westfield Shopping Town"", ""distance"": ""5 miles""}, {""place"": ""Center for Creative Arts"", ""distance"": ""6 miles""}, {""place"": ""Ledgewood Creek Winery"", ""distance"": ""6 miles""}, {""place"": ""Pepper Belly's Comedy Club"", ""distance"": ""6 miles""}]","[{""airport"": ""Metropolitan Oakland International"", ""distance"": ""45 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Sacramento International Airport"", ""distance"": ""50 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""San Francisco International Airport"", ""distance"": ""52 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:57:01.215052
HILTON-20-15,Hampton Inn Portland-Airport,,+1 503-288-2423,Rating: 4.1 out of 5.0,"We're near I-205, 10 minutes from Portland International Airport via our free 24-hour airport shuttle. You'll be within five minutes of Cascade Station shopping and Mt. Hood Ave. MAX station, where you can catch a train to downtown...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""Hotel is 100% non-smoking, including e-cigarettes, in all guest rooms and public areas. A fee of up to $250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $50(1-4 nights), $75(5+ nights) 2 pets maximum, dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $50(1-4 nights), $75(5+ nights) 2 pets maximum, dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Airport shuttle"", ""EV charging"", ""Streaming entertainment"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center""]","[{""place"": ""Airport"", ""distance"": ""0.10 miles""}, {""place"": ""Cascade Station Shopping Center"", ""distance"": ""1.40 miles""}, {""place"": ""IKEA Retail Store"", ""distance"": ""1.50 miles""}, {""place"": ""Broadmoor Golf Course"", ""distance"": ""3 miles""}, {""place"": ""The Grotto"", ""distance"": ""5 miles""}, {""place"": ""Hollywood Theater"", ""distance"": ""5.80 miles""}]","[{""airport"": ""Portland International Airport"", ""distance"": ""1 mile"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:57:21.941638
HILTON-20-16,Embassy Suites by Hilton Portland Airport,,+1 503-460-3000,Rating: 3.8 out of 5.0,"We’re five minutes from Portland International Airport, with a free shuttle to PDX and tax-free shopping at Cascades Station. The MAX Red Line is a 10-minute walk, putting Downtown Portland a train ride away. Enjoy our fitness center...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""Hotel is 100% non-smoking, including e-cigarettes. A fee of up to $250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - $20.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n)2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n)2petsMax,dog/cat only""}","{""Parking"": ""Self parking - $20.00 / night""}","[""Connecting Rooms"", ""Free made-to-order breakfast"", ""Complimentary evening reception"", ""Non-smoking rooms"", ""Digital Key"", ""Airport shuttle"", ""Streaming entertainment"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""Cascade Station Retail/Business"", ""distance"": ""0.50 miles""}, {""place"": ""Portland International Airport"", ""distance"": ""0.50 miles""}, {""place"": ""Columbia Edgewater Country Club"", ""distance"": ""4 miles""}, {""place"": ""Riverside Country Club"", ""distance"": ""5 miles""}, {""place"": ""University of Portland"", ""distance"": ""5 miles""}, {""place"": ""City Center"", ""distance"": ""7 miles""}]","[{""airport"": ""Portland International Airport"", ""distance"": ""0.50 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Pearson Field Airport"", ""distance"": ""6 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Portland-Troutdale Airport"", ""distance"": ""10 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:57:39.520349
HILTON-20-17,Homewood Suites by Hilton Surrey,,+1 604-565-5335,,"We’re right in the Health and Technology District, 200 meters from Surrey Memorial Hospital and less than a kilometer from the King George Skytrain. Downtown Vancouver is 24 km away. Enjoy our free hot breakfast and fully equipped in-suite...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Canadian Dollar"", ""Smoking"": ""We maintain a 100% smoke-free environment for the comfort of all guests. A fee applies for smoking in rooms. Please ask at the Front Desk for designated outdoor smoking areas. Thank you for helping us keep our hotel fresh!"", ""Parking"": ""Self parking - C$28.00 / night"", ""Pets"": ""Pets allowed, C$70.00 non-refundable fee, 75 lbs maximum, CAD$70/stay for 1-4 nights, CAD$100/stay for 5+ nights 2 pets max dogs or cats only""}","{""Pets"": ""Pets allowed, C$70.00 non-refundable fee, 75 lbs maximum, CAD$70/stay for 1-4 nights, CAD$100/stay for 5+ nights 2 pets max dogs or cats only""}","{""Parking"": ""Self parking - C$28.00 / night""}","[""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Extended Stay"", ""In-Room Kitchen"", ""EV charging"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""Holland Park"", ""distance"": ""1 kilometer""}, {""place"": ""City Hall"", ""distance"": ""2.20 kilometers""}]","[{""airport"": ""Vancouver International Airport"", ""distance"": ""35 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Abbotsford Airport"", ""distance"": ""43 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:57:58.448065
HILTON-20-18,Hampton Inn & Suites Mountain View,,+1 650-988-0300,Rating: 4.2 out of 5.0,"We’re off Route 85 in Mountain View, within four miles of Yahoo, Microsoft Corp., and Google Building GWC1. Facebook is a 20-minute drive, and Mountain View Station - Caltrain Platform is five minutes away. Stanford University and Palo Alto...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee up to $250 will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75, 2 petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75, 2 petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""NASA/Ames Research Center"", ""distance"": ""0.25 miles""}, {""place"": ""City Center"", ""distance"": ""0.30 miles""}, {""place"": ""Computer History Museum"", ""distance"": ""1.50 miles""}, {""place"": ""Shoreline Amphitheatre"", ""distance"": ""2 miles""}, {""place"": ""Shoreline Regional Wildlife and Rec"", ""distance"": ""3 miles""}, {""place"": ""Paramount Great America"", ""distance"": ""4 miles""}]","[{""airport"": ""San Jose International Airport"", ""distance"": ""9 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""San Francisco International Airport"", ""distance"": ""35 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:58:18.958002
HILTON-20-1,Hampton by Hilton Humberside Airport,"Kirmington, GB",+44 1652 413112,Rating: 3.9 out of 5.0,"Right off the A18, we're a short walk from Humberside International Airport. Our Touchdown Bar & Grill serves a range of classic dishes and the 24-hour Hub offers snacks. We're half an hour from the sprawling Lincolnshire Wolds. Enjoy free...",£62,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Pound Sterling"", ""Smoking"": ""A fee of up to 250 GBP will be assessed for smoking in a non-smoking room. This includes the use of vapes or charging e-cigarettes. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - £12.00 / night"", ""Pets"": ""Pets allowed, £15.00 non-refundable fee, 34 kg maximum, Hotel offers a dedicated pet experience"", ""Families and kids"": ""Children up to 18 years old stay free (with existing bedding) when sharing a room with a paying adult on a room only rate. Kids menus may be available upon request, please contact the property.""}","{""Pets"": ""Pets allowed, £15.00 non-refundable fee, 34 kg maximum, Hotel offers a dedicated pet experience""}","{""Parking"": ""Self parking - £12.00 / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Humber Bridge"", ""distance"": ""16.30 miles""}, {""place"": ""City Center"", ""distance"": ""20 miles""}]","[{""airport"": ""Humberside, North Lincolnshire, United Kingdom"", ""distance"": ""1 mile"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:30:39.431161
HILTON-20-2,"Elmbank York, Tapestry Collection by Hilton","Kirmington, GB",+44 1904 610653,Rating: 4.2 out of 5.0,"Our boutique hotel is a 19th-century Art Nouveau mansion located on the Mount in York. Steeped in history, our lavish hotel overlooks the Knavesmire Strays and is a 10-minute walk from Micklegate Bar. Historic Shambles is two miles from us,...",£62,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Pound Sterling"", ""Smoking"": ""A fee will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - £18.00 / night"", ""Pets"": ""Pets allowed, £30.00 non-refundable fee, 45 kg maximum""}","{""Pets"": ""Pets allowed, £30.00 non-refundable fee, 45 kg maximum""}","{""Parking"": ""Self parking - £18.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Boutique"", ""EV charging"", ""On-site restaurant"", ""Pet-friendly rooms"", ""Cribs"", ""Room service""]","[{""place"": ""City Center"", ""distance"": ""0.50 miles""}, {""place"": ""York Racecourse"", ""distance"": ""0.80 miles""}, {""place"": ""City Walls Experience"", ""distance"": ""0.90 miles""}, {""place"": ""York Dungeon"", ""distance"": ""0.90 miles""}, {""place"": ""National Railway Museum"", ""distance"": ""1.10 miles""}, {""place"": ""York Minster"", ""distance"": ""1.10 miles""}]","[{""airport"": ""Leeds/Bradford, United Kingdom"", ""distance"": ""30 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Manchester International Airport"", ""distance"": ""83 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Heathrow Airport"", ""distance"": ""209 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:30:52.278640
HILTON-20-3,Hampton by Hilton Konstanz,"Kirmington, GB",+49 7531 35850,Rating: 3.4 out of 5.0,"Our business district hotel is off B33 and three kilometers from the city. Within 10-minutes’ walk is the Seerhein and a bus stop with links to attractions. Münster, thermal baths, and Lake Constance’s flower island are less than 10 km...",£62,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Euro"", ""Parking"": ""Self parking - 16.00€ / night"", ""Pets"": ""Pets allowed, 15.00€ non-refundable fee""}","{""Pets"": ""Pets allowed, 15.00€ non-refundable fee""}","{""Parking"": ""Self parking - 16.00€ / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""Seerhein Promenade"", ""distance"": ""1 kilometer""}, {""place"": ""Bodensee"", ""distance"": ""2 kilometers""}, {""place"": ""Kostanz Muenster"", ""distance"": ""2 kilometers""}, {""place"": ""City Center"", ""distance"": ""3 kilometers""}, {""place"": ""Insel Mainau"", ""distance"": ""8 kilometers""}]","[{""airport"": ""Lowenthal"", ""distance"": ""35 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Rorshach"", ""distance"": ""50 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Zurich-Kloten"", ""distance"": ""61 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:31:17.712299
HILTON-20-4,DoubleTree by Hilton York,,+44 1904 638086,Rating: 3.3 out of 5.0,"Find us in the city center, overlooking the historic City Wall and Monk Bar. York Minster, The Shambles, and York’s Chocolate Story are just over a kilometer away. Enjoy regional dishes on-site at The Yorkshire Bar and Grill, cocktails at...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Pound Sterling"", ""Parking"": ""Self parking - £25.00 / night"", ""Pets"": ""Pets allowed, £15.00 non-refundable fee, 34 kg maximum, £15.00 per night"", ""Families and kids"": ""Children up to 18 years old stay free (with existing bedding) when sharing a room with a paying adult on a room only rate. Children 5 years and under enjoy complimentary breakfast from our buffet.""}","{""Pets"": ""Pets allowed, £15.00 non-refundable fee, 34 kg maximum, £15.00 per night""}","{""Parking"": ""Self parking - £25.00 / night""}","[""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""EV charging"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""0.40 miles""}, {""place"": ""York Minster"", ""distance"": ""0.40 miles""}, {""place"": ""Jorvik Viking Centre"", ""distance"": ""0.50 miles""}, {""place"": ""York Dungeon"", ""distance"": ""0.60 miles""}, {""place"": ""York Castle Museum"", ""distance"": ""0.80 miles""}, {""place"": ""National Railway Museum"", ""distance"": ""1.10 miles""}]","[{""airport"": ""Leeds/Bradford, United Kingdom"", ""distance"": ""34 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Manchester International Airport"", ""distance"": ""85 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:31:49.493051
HILTON-20-5,Hilton Antwerp Old Town,,+32 3 204 12 12,Rating: 4.1 out of 5.0,"We’re in the heart of Antwerp, overlooking the Cathedral of Our Lady and the Old Town square. Shops, restaurants, and the Plantin-Moretus Museum are a short walk from our door. Antwerp Zoo and Antwerp Central Rail Station are within four...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Euro"", ""Smoking"": ""Hotel is non-smoking (incl. electronic cigarettes)"", ""Parking"": ""Self parking - 28.80€ / night"", ""Pets"": ""Pets allowed, 50.00€ non-refundable fee, 12 kg maximum, Pets allowed in guest rooms/lobby provided they do not exceed weight limit. For hygienic purposes, not allowed in our restaurant and bar venues"", ""Families and kids"": ""Please note our family policy. Children at the hotel must be accompanied by at least 1 paying adult guest. Children up to 18 years old stay free when staying on a \""room only\"" rate. Children 0 - 12 years old enjoy complimentary breakfast from our buffet. Children 12 - 18 years old will be charged a breakfast charge of € 27 per child.""}","{""Pets"": ""Pets allowed, 50.00€ non-refundable fee, 12 kg maximum, Pets allowed in guest rooms/lobby provided they do not exceed weight limit. For hygienic purposes, not allowed in our restaurant and bar venues""}","{""Parking"": ""Self parking - 28.80€ / night""}","[""Connecting Rooms"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""EV charging"", ""Executive lounge"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""MoMu Fashion Museum"", ""distance"": ""0.30 kilometers""}, {""place"": ""DIVA, Antwerp Home of Diamonds"", ""distance"": ""0.50 kilometers""}, {""place"": ""t Steen / Cruise Terminal Antwerpen"", ""distance"": ""0.50 kilometers""}, {""place"": ""Butchers' Hall"", ""distance"": ""0.60 kilometers""}, {""place"": ""Rubens House"", ""distance"": ""0.70 kilometers""}, {""place"": ""KMKSA Royal Museum of Fine Arts"", ""distance"": ""1.30 kilometers""}]","[{""airport"": ""Antwerp International Airport"", ""distance"": ""6 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Brussels Airport"", ""distance"": ""45 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Brussels South Charleroi Airport"", ""distance"": ""107 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:32:38.528430
HILTON-20-6,"De Witte Lelie, an SLH Hotel",,+32 3 226 19 66,Rating: 4.6 out of 5.0,"Step into Antwerp’s historic elegance at De Witte Lelie, a Member of Small Luxury Hotels of the World. We offer a unique experience with its blend of 16th-century architecture and modern design, a tranquil courtyard, and the inviting Bronze...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Euro"", ""Smoking"": ""A fee will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Pets"": ""Pets allowed, Pets allowed at 34 EUR per day""}","{""Pets"": ""Pets allowed, Pets allowed at 34 EUR per day""}",{},"[""Free WiFi"", ""Non-smoking rooms"", ""Concierge"", ""Luxury"", ""EV charging"", ""On-site restaurant"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center""]","[{""place"": ""Cathedral of Our Lady"", ""distance"": ""0.60 kilometers""}, {""place"": ""City Center"", ""distance"": ""1 kilometer""}, {""place"": ""Diamond District"", ""distance"": ""1 kilometer""}, {""place"": ""Fine Arts Museum"", ""distance"": ""1 kilometer""}, {""place"": ""Deurne Airport"", ""distance"": ""5 kilometers""}, {""place"": ""Brussels"", ""distance"": ""42 kilometers""}]","[{""airport"": ""Antwerp International Airport"", ""distance"": ""5 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Brussels Airport"", ""distance"": ""50 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:33:12.414815
HILTON-20-7,DoubleTree by Hilton Hull,,+44 1482 755500,Rating: 4.0 out of 5.0,"Our hotel is next to Hull Truck Theatre and St. Stephen's shopping center, half a mile from the city center. We're within 10 minutes of Ferens Art Gallery, Hull Maritime Museum, and Hull Paragon Interchange rail station, with the Old Town a...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Pound Sterling"", ""Smoking"": ""This is a non-smoking hotel, this includes the use of vapes or charging of e-cigarettes. You will be charged a 250 GBP cleaning fee if you smoke in the rooms. Designated smoking area outside the hotel."", ""Parking"": ""Self parking - £12.00 / night"", ""Pets"": ""Pets allowed, £15.00 non-refundable fee, 25 kg maximum"", ""Families and kids"": ""Children up to 18 years old stay free (with existing bedding) when sharing a room with a paying adult on a room only rate. Children 5 years and under enjoy complimentary breakfast from our buffet.""}","{""Pets"": ""Pets allowed, £15.00 non-refundable fee, 25 kg maximum""}","{""Parking"": ""Self parking - £12.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""EV charging"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""0.20 miles""}, {""place"": ""St Stephens Shopping Centre"", ""distance"": ""0.20 miles""}, {""place"": ""Ferens Art Gallery"", ""distance"": ""0.50 miles""}, {""place"": ""Hull Maritime Museum"", ""distance"": ""0.50 miles""}]","[{""airport"": ""Humberside, North Lincolnshire, United Kingdom"", ""distance"": ""25 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:33:25.212178
HILTON-20-8,AutoCamp Cape Cod,,+1 855-203-1518,Rating: 4.5 out of 5.0,"Following a day exploring Martha's Vineyard and Herring Cove Beach, relax at AutoCamp Cape Cod, near the scenic Atlantic coast. Wander Cape Cod's trails winding through marshes, cedar forests, and meadows and bike the Shining Sea Bikeway....",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""10:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""All AutoCamp locations are smoke-free. A minimum cleaning fee of $350.00 will be charged to your account if there is any smoking on the premises. This policy refers to cigarettes, cigars, cannabis, e-cigarettes, and the burning of candles or incense."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 80 lbs maximum, Maximum of 2 dogs""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 80 lbs maximum, Maximum of 2 dogs""}","{""Parking"": ""Self parking - Complimentary""}","[""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Adventure Stays"", ""EV charging"", ""On-site restaurant"", ""Pet-friendly rooms"", ""Meeting rooms""]","[{""place"": ""Shining Sea Bikeway"", ""distance"": ""0.10 miles""}, {""place"": ""Downtown Falmouth"", ""distance"": ""2.70 miles""}, {""place"": ""Martha's Vineyard Ferry"", ""distance"": ""5.40 miles""}, {""place"": ""Nobska Lighthouse"", ""distance"": ""5.80 miles""}, {""place"": ""Hyannis"", ""distance"": ""23.70 miles""}, {""place"": ""Nantucket-Hyannis Ferry Barnstable"", ""distance"": ""24.30 miles""}]","[{""airport"": ""Boston Logan International Airport"", ""distance"": ""72 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:33:38.431038
